name,ocpc,url,image_url,seed_company_name,seed_company_ocpc,genetics,genetics_cross_ocpc,l
Cocoa Puffs,HA3F434CZV000000000000000,https://www.cannabisreports.com/strain-reports/hazeman-seeds/cocoa-puffs,https://www.cannabisreports.com/images/strains/c/full_c809e6c16a7c23347f03f455f2b78d21d5bd8214.jpg,Hazeman Seeds,HA3F400000000000000000000,Chocolate Thai x Chocolate Trip,W74AFFCREE000000000000000 x PRPNMPUEPE000000000000000,11
Gangster OG,HA3F4F4RD6000000000000000,https://www.cannabisreports.com/strain-reports/hazeman-seeds/gangster-og,https://www.cannabisreports.com/images/strains/no_image.png,Hazeman Seeds,HA3F400000000000000000000,5K OG (cut) x White Widow ('98 Aloha),HFKEWHYENP000000000000000 x JKNCMPWF9W000000000000000,11
Born Killer,4YJV2HEWAL000000000000000,https://www.cannabisreports.com/strain-reports/illuminati-seeds/born-killer,https://www.cannabisreports.com/images/strains/d/full_d80f665af8376373d3e368a1ad4a6ba048e63c0c.jpg,Illuminati Seeds,4YJV200000000000000000000,The True OG x Pestilence,9XVU7CM37J000000000000000 x 9XVU7ZCN6N000000000000000,11
Banana Peel,4YJV24VWCX000000000000000,https://www.cannabisreports.com/strain-reports/illuminati-seeds/banana-peel,https://www.cannabisreports.com/images/strains/no_image.png,Illuminati Seeds,4YJV200000000000000000000,Laffy Taffy  x Pestilence,9XVU7LA22U000000000000000 x 9XVU7ZCN6N000000000000000,11
Dark Matter,WKARFFZE99000000000000000,https://www.cannabisreports.com/strain-reports/kingdom-organic-seeds/dark-matter,https://www.cannabisreports.com/images/strains/9/full_928057621dca9274d08b4c62234fead12445eb9e.jpg,Kingdom Organic Seeds,WKARF00000000000000000000,Cherry Thunderfuck / Rusty Haze F1,9XVU7ZG2VT000000000000000 / 3Q67MAUVTU000000000000000,11
Blue Gelato,9XVU7FCURC000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/blue-gelato,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Blue Frost x Gelato #45,UXUGEAG2RR000000000000000 x 9XVU7KGMQC000000000000000,11
Oregon Yeti,9XVU7DLV4T000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/oregon-yeti,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Oregon Blueberry x Original UK Cheese,TTUYN6TKQU000000000000000 x 9XVU7F6AMW000000000000000,11
Nectar Kush,9XVU7DDHHR000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/nectar-kush,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Pre 98 Bubba Kush x Paris Valley Kush,9XVU79UTCY000000000000000 x 9XVU79EFP2000000000000000,11
Queso Viejo,LMKG62CU66000000000000000,https://www.cannabisreports.com/strain-reports/seedbleed/queso-viejo,https://www.cannabisreports.com/images/strains/4/full_4d11a148bd683d8b67467ff14c2e6569ff0d1423.jpg,Seedbleed,LMKG600000000000000000000,Cheese Dog x Nepalese Landrace,4GN3Q73D6Y000000000000000 x 9XVU7XEFJK000000000000000,11
Fresa Maria,LMKG6Z9QWK000000000000000,https://www.cannabisreports.com/strain-reports/seedbleed/fresa-maria,https://www.cannabisreports.com/images/strains/no_image.png,Seedbleed,LMKG600000000000000000000,Strawberry Hashplant x Nepalese Landrace,9XVU73NYTZ000000000000000 x 9XVU7XEFJK000000000000000,11
Cheeseberry,6WERQ7KT2A000000000000000,https://www.cannabisreports.com/strain-reports/oregon-microgrowers-guild/cheeseberry,https://www.cannabisreports.com/images/strains/no_image.png,Oregon Microgrowers Guild,6WERQ00000000000000000000,Cheese Candy x Blueberry,Y6TK9NRGER000000000000000 x W74AFGH22Z000000000000000,11
Lucy's Lion,6WERQA6PVH000000000000000,https://www.cannabisreports.com/strain-reports/oregon-microgrowers-guild/lucys-lion,https://www.cannabisreports.com/images/strains/no_image.png,Oregon Microgrowers Guild,6WERQ00000000000000000000,ACDC (AC/DC),9XVU7XPL4J000000000000000,11
Agent White,9XVU7U6MAG000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/agent-white,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Agent Orange x Berry White,3CV7ENT24M000000000000000 x 9XVU7M6J2G000000000000000,11
Tootzie Pop,WHRYE9MWQE000000000000000,https://www.cannabisreports.com/strain-reports/soul-evolution-enterprise-seeds/tootzie-pop,https://www.cannabisreports.com/images/strains/no_image.png,Soul Evolution Enterprise Seeds,WHRYE00000000000000000000,,,11
Ogeazy Kush,WHRYEPM4NU000000000000000,https://www.cannabisreports.com/strain-reports/soul-evolution-enterprise-seeds/ogeazy-kush,https://www.cannabisreports.com/images/extracts/1/full_180c937b77ddb5c121e4193c8731c13846837841.jpg,Soul Evolution Enterprise Seeds,WHRYE00000000000000000000,,,11
Med Gom 1.0,JATWM3UH6H000000000000000,https://www.cannabisreports.com/strain-reports/cbd-crew/med-gom-10,https://www.cannabisreports.com/images/strains/no_image.png,CBD Crew,KGQGE00000000000000000000,Quimiotipo CBD x ???,KGQGEK64DL000000000000000 x ???,11
Purple Frog,9XVU7LRP32000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/purple-frog,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Original Blueberry Berry White x StarDawg,W74AFQ9MZD000000000000000 9XVU7M6J2G000000000000000 x QTDQHZMTNL000000000000000,11
Nice Cherry,9XVU7UEK4T000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/nice-cherry,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Cherry Skunk x Purple Mr. Nice Guy,9XVU7APNXH000000000000000 x 9XVU7GAX2F000000000000000,11
Cornerstone,HFKEWNPV2C000000000000000,https://www.cannabisreports.com/strain-reports/gage-green-group/cornerstone,https://www.cannabisreports.com/images/strains/4/full_457d2bdaf7e6671054d904916dcacc613515c1e0.jpg,Gage Green Group,HFKEW00000000000000000000,Headwrecker x Joseph OG,9XVU7AGUPL000000000000000 x HFKEWWEEJP000000000000000,11
Yerba Buena,HFKEW3HTDC000000000000000,https://www.cannabisreports.com/strain-reports/gage-green-group/yerba-buena,https://www.cannabisreports.com/images/strains/5/full_5e9ce4983b120e174676cce85f2a386feb812aa2.jpg,Gage Green Group,HFKEW00000000000000000000,San Fernando Valley OG (SFV OG) x Joseph OG,9XVU7EYMZW000000000000000 x HFKEWWEEJP000000000000000,11
Buddha Kong,9XVU7EPTNH000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/buddha-kong,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,11
Giant Steps,HFKEWCRJ2U000000000000000,https://www.cannabisreports.com/strain-reports/gage-green-group/giant-steps,https://www.cannabisreports.com/images/strains/no_image.png,Gage Green Group,HFKEW00000000000000000000,Salvador x Mendo Montage,HFKEWCVJQC000000000000000 x HFKEWPX3LF000000000000000,11
Blue Fondue,9XVU799CQQ000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/blue-fondue,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Fondue / ???,JU393Y6YRE000000000000000 / ???,11
Rasta Berry,9XVU7VZYHX000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/rasta-berry,https://www.cannabisreports.com/images/strains/0/full_086b592a0a0112f521dc5f5771a5490b65093c4a.jpg,Unknown Breeder,9XVU700000000000000000000,Yumboldt x Jamaican Landrace,UE24XP29XU000000000000000 x VUJCJWUN2F000000000000000,11
Everest Bud,6RN2H43LQ2000000000000000,https://www.cannabisreports.com/strain-reports/greenlabel-seeds/everest-bud,https://www.cannabisreports.com/images/strains/no_image.png,GreenLabel Seeds,6RN2H00000000000000000000,White Widow x Super Skunk,K3TYMWC3HY000000000000000 x 2NGAWPEK4A000000000000000,11
Sweetie Pie,9XVU7P4ZN6000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/sweetie-pie,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Cherry Pie (Cherry Kush) x Sweet Tooth,9XVU7ZCENQ000000000000000 x M79TTZRMEL000000000000000,11
White Water,9XVU7H94VW000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/white-water,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,11
Sour Harley,9XVU7Q2H9J000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/sour-harley,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Harlequin / ???,9XVU7KL2ZR000000000000000 / ???,11
Larry Smurf,9ETY4VFTU2000000000000000,https://www.cannabisreports.com/strain-reports/trichome-jungle-seeds/larry-smurf,https://www.cannabisreports.com/images/strains/no_image.png,Trichome Jungle Seeds,9ETY400000000000000000000,Lemon Larry OGK x Smurf,9XVU7LZW6R000000000000000 x 9XVU7HPPEM000000000000000,11
Ecto Cooler,DQUCTY2KAP000000000000000,https://www.cannabisreports.com/strain-reports/lost-river-seeds/ecto-cooler,https://www.cannabisreports.com/images/strains/no_image.png,Lost River Seeds,DQUCT00000000000000000000,Slimer (Lost River Seeds) x Tahoe OG Kush,DQUCTFEUZN000000000000000 x QLG39GC7HK000000000000000,11
Kong's Wife,DQUCT36A23000000000000000,https://www.cannabisreports.com/strain-reports/lost-river-seeds/kongs-wife,https://www.cannabisreports.com/images/strains/no_image.png,Lost River Seeds,DQUCT00000000000000000000,Cinderella 99 (C99) x Kong Stomper,HZU7PPY4L4000000000000000 x 9XVU7ZKWDW000000000000000,11
Fruity Dawg,DQUCT6EHRH000000000000000,https://www.cannabisreports.com/strain-reports/lost-river-seeds/fruity-dawg,https://www.cannabisreports.com/images/strains/no_image.png,Lost River Seeds,DQUCT00000000000000000000,Dawg's Waltz x Mango,XL2AF4DVLM000000000000000 x 3AQF2ZRVGD000000000000000,11
Stantz Kush,DQUCT7UCUN000000000000000,https://www.cannabisreports.com/strain-reports/lost-river-seeds/stantz-kush,https://www.cannabisreports.com/images/strains/no_image.png,Lost River Seeds,DQUCT00000000000000000000,The OG #18 (Private Reserve OG) x Venkman OG,4PNYL2PNJ2000000000000000 x 9XVU7RHKDG000000000000000,11
Zelda Berry,DQUCTCCUAL000000000000000,https://www.cannabisreports.com/strain-reports/lost-river-seeds/zelda-berry,https://www.cannabisreports.com/images/strains/no_image.png,Lost River Seeds,DQUCT00000000000000000000,Boo Berries x Venkman OG,9XVU7KA2QA000000000000000 x 9XVU7RHKDG000000000000000,11
Teen Spirit,9XVU7EQ3RQ000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/teen-spirit,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Jagermeister / Pre 98 Bubba Kush,9XVU7NDCKR000000000000000 / 9XVU79UTCY000000000000000,11
Foo Fighter,HFKEWC23A2000000000000000,https://www.cannabisreports.com/strain-reports/gage-green-group/foo-fighter,https://www.cannabisreports.com/images/strains/no_image.png,Gage Green Group,HFKEW00000000000000000000,Forum Girl Scout Cookies (cut) x Grape Stomper x 98 Aloha White Widow,9XVU7P2XAC000000000000000 x HA3F4MEMHC000000000000000,11
Impressions,HFKEWDG34M000000000000000,https://www.cannabisreports.com/strain-reports/gage-green-group/impressions,https://www.cannabisreports.com/images/strains/no_image.png,Gage Green Group,HFKEW00000000000000000000,OB Ripper x Mendodawg,HFKEWKJDN6000000000000000 x HFKEW3CQDT000000000000000,11
Mainline OG,9XVU7XDUD9000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/mainline-og,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,OG Kush,9XVU7GD2AP000000000000000,11
Cheese Dawg,X3J9UGK3EN000000000000000,https://www.cannabisreports.com/strain-reports/big-buddha-seeds/cheese-dawg,https://www.cannabisreports.com/images/strains/no_image.png,Big Buddha Seeds,X3J9U00000000000000000000,Chem 91 (Skunk VA) x Big Buddha Cheese,9XVU797WNG000000000000000 x X3J9UEZXAH000000000000000,11
Shark Wreck,9XVU7E3LRW000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/shark-wreck,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,11
Power Purps,7PEKMZUN3A000000000000000,https://www.cannabisreports.com/strain-reports/sin-city-seeds/power-purps,https://www.cannabisreports.com/images/strains/no_image.png,Sin City Seeds,7PEKM00000000000000000000,Las Vegas Purple Kush (LVPK) x Blue Power,9XVU7H3KGH000000000000000 x 7PEKMDXHRR000000000000000,11
Blue Petrol,7PEKMVMKJH000000000000000,https://www.cannabisreports.com/strain-reports/sin-city-seeds/blue-petrol,https://www.cannabisreports.com/images/strains/no_image.png,Sin City Seeds,7PEKM00000000000000000000,P.O. #6 (Petrol OG) x Blue Power,9XVU7PGGDW000000000000000 x 7PEKMDXHRR000000000000000,11
Cherry Fuel,7PEKMFMM9E000000000000000,https://www.cannabisreports.com/strain-reports/sin-city-seeds/cherry-fuel,https://www.cannabisreports.com/images/strains/no_image.png,Sin City Seeds,7PEKM00000000000000000000,P.O. #6 (Petrol OG) x Buddha's Sister (Soma Skunk V+),9XVU7PGGDW000000000000000 x L2NZK4T2QM000000000000000,11
Cherry Wave,9XVU73PQYY000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/cherry-wave,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,11
Black Betty,EVQCPM6UL3000000000000000,https://www.cannabisreports.com/strain-reports/hugo-ramirez/black-betty,https://www.cannabisreports.com/images/strains/6/full_6e8e2e74bb0ca3ba01250878d3ec1a59033e5f12.jpg,Hugo Ramirez,EVQCP00000000000000000000,East Coast Sour Diesel v3 (ECSD) / AK-47,9XVU74A6QR000000000000000 / CYGU94JYKY000000000000000,11
Sour Valley,9XVU7XDKRP000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/sour-valley,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,11
FireBall OG,9XVU7HTD96000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/fireball-og,https://www.cannabisreports.com/images/strains/f/full_f3ce74d16cb6a09534a9970c2d6155d16e116c4b.jpg,Unknown Breeder,9XVU700000000000000000000,OG Kush,9XVU7GD2AP000000000000000,11
Afgoo x G13,WVRDVMTCNH000000000000000,https://www.cannabisreports.com/strain-reports/phat-panda/afgoo-x-g13,https://www.cannabisreports.com/images/strains/no_image.png,Phat Panda,WVRDV00000000000000000000,Afgoo (Afgooey / Afghooey) x G-13 (G13),9XVU7P37HL000000000000000 x 2NGAWHQVHG000000000000000,11
Cheezie Pie,9XVU7YJRKG000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/cheezie-pie,https://www.cannabisreports.com/images/strains/1/full_1fbe908c744e3839a29e5e9101e4a5869774eb0d.jpg,Unknown Breeder,9XVU700000000000000000000,Cherry Pie (Cherry Kush) x Cheese,9XVU7ZCENQ000000000000000 x 9XVU7XQALK000000000000000,11
Pop's Wreck,9XVU7MCWNA000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/pops-wreck,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,11
Cookie Kush,WAVLJGMLEF000000000000000,https://www.cannabisreports.com/strain-reports/barneys-farm-seeds/cookie-kush,https://www.cannabisreports.com/images/strains/no_image.png,Barney's Farm Seeds,WAVLJ00000000000000000000,Girl Scout Cookies x Rollex OG Kush,4KXM32V9YF000000000000000 x LVYVH3QKXD000000000000000,11
Ultimate OG,9XVU7PMGYQ000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/ultimate-og,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,11
Blue Napalm,9XVU79KG24000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/blue-napalm,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Blueberry x Napalm OG x StarDawg,W74AFGH22Z000000000000000 x 6D7ERHR6T2000000000000000 x QTDQHZMTNL000000000000000,11
Tre OG Kush,QTDQHCXZDE000000000000000,https://www.cannabisreports.com/strain-reports/top-dawg-seeds/tre-og-kush,https://www.cannabisreports.com/images/strains/no_image.png,Top Dawg Seeds,QTDQH00000000000000000000,Tahoe OG Kush x Tres Dawg,QLG39GC7HK000000000000000 x 9XVU7TGMQV000000000000000,11
Shoji OG F1,3Q67MYLDJG000000000000000,https://www.cannabisreports.com/strain-reports/greenman-organics/shoji-og-f1,https://www.cannabisreports.com/images/strains/no_image.png,GreenMan Organics,3Q67M00000000000000000000,Shish99 x Goji OG,WKARFXDRY9000000000000000 x U9XW73T6EK000000000000000,11
Flo-Band F1,3Q67MQDLCW000000000000000,https://www.cannabisreports.com/strain-reports/greenman-organics/flo-band-f1,https://www.cannabisreports.com/images/strains/no_image.png,GreenMan Organics,3Q67M00000000000000000000,Headband x Flo,9XVU7QRN3Y000000000000000 x W74AFUEPFC000000000000000,11
Chem 91 BX1,3Q67M9TZ7D000000000000000,https://www.cannabisreports.com/strain-reports/greenman-organics/chem-91-bx1,https://www.cannabisreports.com/images/strains/no_image.png,GreenMan Organics,3Q67M00000000000000000000,Chem 91 (Skunk VA) x ( Chem 91 (Skunk VA) x Butterscotch Hawaiian ),9XVU797WNG000000000000000 x ( 9XVU797WNG000000000000000 x 9XVU7NJPY2000000000000000 ),11
Swamp Thing,EZPRTY3JGC000000000000000,https://www.cannabisreports.com/strain-reports/dungeons-vault-genetics/swamp-thing,https://www.cannabisreports.com/images/strains/no_image.png,Dungeons Vault Genetics,EZPRT00000000000000000000,Triangle Kush (Flo Rida Kush) x Grandpas Breath F2,9XVU7VFQHQ000000000000000 x EZPRTVHKP3000000000000000,11
Jersey Mike,EZPRTQYJH7000000000000000,https://www.cannabisreports.com/strain-reports/dungeons-vault-genetics/jersey-mike,https://www.cannabisreports.com/images/strains/no_image.png,Dungeons Vault Genetics,EZPRT00000000000000000000,East Coast Sour Diesel v3 (ECSD) x Grandpas Breath F2,9XVU74A6QR000000000000000 x EZPRTVHKP3000000000000000,11
False Teeth,EZPRT9Q2FC000000000000000,https://www.cannabisreports.com/strain-reports/dungeons-vault-genetics/false-teeth,https://www.cannabisreports.com/images/strains/no_image.png,Dungeons Vault Genetics,EZPRT00000000000000000000,Candyland (Grandma's Batch) x Grandpas Breath F2,TTM6QYKPND000000000000000 x EZPRTVHKP3000000000000000,11
Brandy Wine,EZPRTUC9AE000000000000000,https://www.cannabisreports.com/strain-reports/dungeons-vault-genetics/brandy-wine,https://www.cannabisreports.com/images/strains/no_image.png,Dungeons Vault Genetics,EZPRT00000000000000000000,Phantom Cookies (Pink Champagne) x Grandpas Breath F2,TTM6QFMN9Y000000000000000 x EZPRTVHKP3000000000000000,11
Cherry Haze,HJKDDWYRJ3000000000000000,https://www.cannabisreports.com/strain-reports/reeferman-seeds/cherry-haze,https://www.cannabisreports.com/images/strains/no_image.png,Reeferman Seeds,HJKDD00000000000000000000,Cherry Bomb x Purple Haze,CN939AXURQ000000000000000 x 6Z3CVXGGGH000000000000000,11
